"Date","Price","Open","High","Low","Vol.","Change %"
"12/06/2019","1,002.13","1,002.13","1,002.13","1,002.13","","1.43%"
"12/05/2019","988.01","988.01","988.01","988.01","","0.28%"
"12/04/2019","985.29","985.29","985.29","985.29","","0.80%"
"12/03/2019","977.51","977.51","977.51","977.51","","-0.41%"
"12/02/2019","981.57","981.57","981.57","981.57","","-1.20%"
"11/29/2019","993.51","993.51","993.51","993.51","","-0.65%"
"11/27/2019","999.99","999.99","999.99","999.99","","0.44%"
"11/26/2019","995.57","995.57","995.57","995.57","","-0.03%"
"11/25/2019","995.86","995.86","995.86","995.86","","2.44%"
"11/22/2019","972.13","972.13","972.13","972.13","","0.28%"
"11/21/2019","969.46","969.46","969.46","969.46","","-0.47%"
"11/20/2019","974.03","974.03","974.03","974.03","","-0.63%"
"11/19/2019","980.21","980.21","980.21","980.21","","0.16%"
"11/18/2019","978.66","978.66","978.66","978.66","","-0.41%"
"11/15/2019","982.71","982.71","982.71","982.71","","0.49%"
"11/14/2019","977.88","977.88","977.88","977.88","","-0.18%"
"11/13/2019","979.62","979.62","979.62","979.62","","-0.59%"
"11/12/2019","985.47","985.47","985.47","985.47","","-0.02%"
"11/11/2019","985.62","985.62","985.62","985.62","","-0.30%"
"11/08/2019","988.56","988.56","988.56","988.56","","0.11%"
"11/07/2019","987.52","987.52","987.52","987.52","","0.30%"
"11/06/2019","984.54","984.54","984.54","984.54","","-0.57%"
"11/05/2019","990.18","990.18","990.18","990.18","","0.14%"
"11/04/2019","988.81","988.81","988.81","988.81","","0.86%"
"11/01/2019","980.42","980.42","980.42","980.42","","1.56%"
"10/31/2019","965.35","965.35","965.35","965.35","","-1.08%"
"10/30/2019","975.91","975.91","975.91","975.91","","-0.45%"
"10/29/2019","980.36","980.36","980.36","980.36","","0.39%"
"10/28/2019","976.54","976.54","976.54","976.54","","0.87%"
"10/25/2019","968.12","968.12","968.12","968.12","","0.68%"
"10/24/2019","961.55","961.55","961.55","961.55","","-0.24%"
"10/23/2019","963.82","963.82","963.82","963.82","","0.25%"
"10/22/2019","961.41","961.41","961.41","961.41","","0.27%"
"10/21/2019","958.85","958.85","958.85","958.85","","0.89%"
"10/18/2019","950.37","950.37","950.37","950.37","","-0.53%"
"10/17/2019","955.41","955.41","955.41","955.41","","1.10%"
"10/16/2019","945.05","945.05","945.05","945.05","","0.29%"
"10/15/2019","942.32","942.32","942.32","942.32","","1.09%"
"10/14/2019","932.17","932.17","932.17","932.17","","-0.37%"
"10/11/2019","935.60","935.60","935.60","935.60","","1.88%"
"10/10/2019","918.36","918.36","918.36","918.36","","0.24%"
"10/09/2019","916.17","916.17","916.17","916.17","","0.39%"
"10/08/2019","912.64","912.64","912.64","912.64","","-1.73%"
"10/07/2019","928.71","928.71","928.71","928.71","","-0.19%"
"10/04/2019","930.46","930.46","930.46","930.46","","1.02%"
"10/03/2019","921.11","921.11","921.11","921.11","","0.22%"
"10/02/2019","919.11","919.11","919.11","919.11","","-1.09%"
"10/01/2019","929.27","929.27","929.27","929.27","","-1.95%"
"09/30/2019","947.72","947.72","947.72","947.72","","0.15%"
"09/27/2019","946.31","946.31","946.31","946.31","","-0.65%"
"09/26/2019","952.48","952.48","952.48","952.48","","-1.07%"
"09/25/2019","962.76","962.76","962.76","962.76","","1.34%"
"09/24/2019","950.06","950.06","950.06","950.06","","-1.29%"
"09/23/2019","962.44","962.44","962.44","962.44","","0.03%"
"09/20/2019","962.11","962.11","962.11","962.11","","-0.33%"
"09/19/2019","965.34","965.34","965.34","965.34","","-0.52%"
"09/18/2019","970.34","970.34","970.34","970.34","","-0.64%"
"09/17/2019","976.60","976.60","976.60","976.60","","-0.26%"
"09/16/2019","979.19","979.19","979.19","979.19","","0.33%"
"09/13/2019","975.95","975.95","975.95","975.95","","0.16%"
"09/12/2019","974.43","974.43","974.43","974.43","","-0.06%"
"09/11/2019","974.99","974.99","974.99","974.99","","2.10%"
"09/10/2019","954.91","954.91","954.91","954.91","","1.22%"
"09/09/2019","943.39","943.39","943.39","943.39","","1.43%"
"09/06/2019","930.11","930.11","930.11","930.11","","-0.25%"
"09/05/2019","932.40","932.40","932.40","932.40","","1.96%"
"09/04/2019","914.47","914.47","914.47","914.47","","0.94%"
"09/03/2019","905.97","905.97","905.97","905.97","","-1.39%"
"08/30/2019","918.74","918.74","918.74","918.74","","-0.14%"
"08/29/2019","920.04","920.04","920.04","920.04","","1.55%"
"08/28/2019","906.02","906.02","906.02","906.02","","1.21%"
"08/27/2019","895.22","895.22","895.22","895.22","","-1.18%"
"08/26/2019","905.91","905.91","905.91","905.91","","1.05%"
"08/23/2019","896.50","896.50","896.50","896.50","","-3.12%"
"08/22/2019","925.35","925.35","925.35","925.35","","-0.30%"
"08/21/2019","928.11","928.11","928.11","928.11","","0.79%"
"08/20/2019","920.86","920.86","920.86","920.86","","-0.91%"
"08/19/2019","929.36","929.36","929.36","929.36","","1.06%"
"08/16/2019","919.62","919.62","919.62","919.62","","2.24%"
"08/15/2019","899.48","899.48","899.48","899.48","","-0.36%"
"08/14/2019","902.75","902.75","902.75","902.75","","-2.92%"
"08/13/2019","929.89","929.89","929.89","929.89","","1.01%"
"08/12/2019","920.62","920.62","920.62","920.62","","-1.09%"
"08/09/2019","930.75","930.75","930.75","930.75","","-1.23%"
"08/08/2019","942.35","942.35","942.35","942.35","","2.13%"
"08/07/2019","922.68","922.68","922.68","922.68","","0.10%"
"08/06/2019","921.79","921.79","921.79","921.79","","1.11%"
"08/05/2019","911.71","911.71","911.71","911.71","","-2.82%"
"08/02/2019","938.14","938.14","938.14","938.14","","-1.07%"
"08/01/2019","948.24","948.24","948.24","948.24","","-1.57%"
"07/31/2019","963.40","963.40","963.40","963.40","","-0.44%"
"07/30/2019","967.70","967.70","967.70","967.70","","1.09%"
"07/29/2019","957.27","957.27","957.27","957.27","","-0.54%"
"07/26/2019","962.51","962.51","962.51","962.51","","0.99%"
"07/25/2019","953.10","953.10","953.10","953.10","","-1.01%"
"07/24/2019","962.84","962.84","962.84","962.84","","1.68%"
"07/23/2019","946.92","946.92","946.92","946.92","","0.92%"
"07/22/2019","938.25","938.25","938.25","938.25","","-0.23%"
"07/19/2019","940.44","940.44","940.44","940.44","","-0.24%"
"07/18/2019","942.66","942.66","942.66","942.66","","0.19%"
"07/17/2019","940.88","940.88","940.88","940.88","","-0.78%"
"07/16/2019","948.23","948.23","948.23","948.23","","0.13%"
"07/15/2019","946.96","946.96","946.96","946.96","","-0.58%"
"07/12/2019","952.53","952.53","952.53","952.53","","0.87%"
"07/11/2019","944.35","944.35","944.35","944.35","","-0.46%"
"07/10/2019","948.75","948.75","948.75","948.75","","0.19%"
"07/09/2019","946.94","946.94","946.94","946.94","","-0.18%"
"07/08/2019","948.66","948.66","948.66","948.66","","-1.02%"
"07/05/2019","958.42","958.42","958.42","958.42","","0.37%"
"07/03/2019","954.92","954.92","954.92","954.92","","0.68%"
"07/02/2019","948.46","948.46","948.46","948.46","","-0.67%"
"07/01/2019","954.83","954.83","954.83","954.83","","0.17%"
"06/28/2019","953.25","953.25","953.25","953.25","","1.37%"
"06/27/2019","940.34","940.34","940.34","940.34","","1.92%"
"06/26/2019","922.64","922.64","922.64","922.64","","0.05%"
"06/25/2019","922.19","922.19","922.19","922.19","","-0.47%"
"06/24/2019","926.59","926.59","926.59","926.59","","-1.12%"
"06/21/2019","937.05","937.05","937.05","937.05","","-0.86%"
"06/20/2019","945.14","945.14","945.14","945.14","","0.74%"
"06/19/2019","938.16","938.16","938.16","938.16","","0.23%"
"06/18/2019","936.03","936.03","936.03","936.03","","1.30%"
"06/17/2019","924.01","924.01","924.01","924.01","","0.05%"
"06/14/2019","923.57","923.57","923.57","923.57","","-0.93%"
"06/13/2019","932.22","932.22","932.22","932.22","","1.13%"
"06/12/2019","921.83","921.83","921.83","921.83","","-0.24%"
"06/11/2019","924.04","924.04","924.04","924.04","","-0.28%"
"06/10/2019","926.60","926.60","926.60","926.60","","0.73%"
"06/07/2019","919.89","919.89","919.89","919.89","","0.71%"
"06/06/2019","913.42","913.42","913.42","913.42","","-0.31%"
"06/05/2019","916.22","916.22","916.22","916.22","","-0.29%"
"06/04/2019","918.89","918.89","918.89","918.89","","2.72%"
"06/03/2019","894.52","894.52","894.52","894.52","","0.65%"
"05/31/2019","888.72","888.72","888.72","888.72","","-1.40%"
"05/30/2019","901.32","901.32","901.32","901.32","","-0.31%"
"05/29/2019","904.09","904.09","904.09","904.09","","-0.84%"
"05/28/2019","911.79","911.79","911.79","911.79","","-0.63%"
"05/24/2019","917.54","917.54","917.54","917.54","","0.89%"
"05/23/2019","909.45","909.45","909.45","909.45","","-2.23%"
"05/22/2019","930.24","930.24","930.24","930.24","","-1.00%"
"05/21/2019","939.63","939.63","939.63","939.63","","1.23%"
"05/20/2019","928.23","928.23","928.23","928.23","","-0.68%"
"05/17/2019","934.56","934.56","934.56","934.56","","-1.56%"
"05/16/2019","949.34","949.34","949.34","949.34","","0.35%"
"05/15/2019","946.06","946.06","946.06","946.06","","0.14%"
"05/14/2019","944.77","944.77","944.77","944.77","","1.08%"
"05/13/2019","934.68","934.68","934.68","934.68","","-3.07%"
"05/10/2019","964.29","964.29","964.29","964.29","","0.20%"
"05/09/2019","962.41","962.41","962.41","962.41","","-0.13%"
"05/08/2019","963.63","963.63","963.63","963.63","","-0.76%"
"05/07/2019","971.02","971.02","971.02","971.02","","-1.85%"
"05/06/2019","989.32","989.32","989.32","989.32","","0.01%"
"05/03/2019","989.22","989.22","989.22","989.22","","2.08%"
"05/02/2019","969.10","969.10","969.10","969.10","","0.24%"
"05/01/2019","966.76","966.76","966.76","966.76","","-0.85%"
"04/30/2019","975.06","975.06","975.06","975.06","","-0.19%"
"04/29/2019","976.96","976.96","976.96","976.96","","0.42%"
"04/26/2019","972.87","972.87","972.87","972.87","","0.91%"
"04/25/2019","964.06","964.06","964.06","964.06","","-1.01%"
"04/24/2019","973.85","973.85","973.85","973.85","","0.23%"
"04/23/2019","971.62","971.62","971.62","971.62","","1.50%"
"04/22/2019","957.25","957.25","957.25","957.25","","-0.56%"
"04/18/2019","962.66","962.66","962.66","962.66","","-0.20%"
"04/17/2019","964.55","964.55","964.55","964.55","","-0.57%"
"04/16/2019","970.12","970.12","970.12","970.12","","0.42%"
"04/15/2019","966.08","966.08","966.08","966.08","","-0.39%"
"04/12/2019","969.91","969.91","969.91","969.91","","0.43%"
"04/11/2019","965.77","965.77","965.77","965.77","","-0.17%"
"04/10/2019","967.44","967.44","967.44","967.44","","1.52%"
"04/09/2019","952.93","952.93","952.93","952.93","","-1.24%"
"04/08/2019","964.85","964.85","964.85","964.85","","-0.13%"
"04/05/2019","966.15","966.15","966.15","966.15","","0.89%"
"04/04/2019","957.65","957.65","957.65","957.65","","0.76%"
"04/03/2019","950.39","950.39","950.39","950.39","","0.41%"
"04/02/2019","946.53","946.53","946.53","946.53","","-0.49%"
"04/01/2019","951.15","951.15","951.15","951.15","","1.26%"
"03/29/2019","939.30","939.30","939.30","939.30","","0.07%"
"03/28/2019","938.65","938.65","938.65","938.65","","0.92%"
"03/27/2019","930.12","930.12","930.12","930.12","","-0.06%"
"03/26/2019","930.71","930.71","930.71","930.71","","0.91%"
"03/25/2019","922.32","922.32","922.32","922.32","","0.46%"
"03/22/2019","918.09","918.09","918.09","918.09","","-3.58%"
"03/21/2019","952.13","952.13","952.13","952.13","","1.26%"
"03/20/2019","940.28","940.28","940.28","940.28","","-0.77%"
"03/19/2019","947.56","947.56","947.56","947.56","","-0.78%"
"03/18/2019","954.97","954.97","954.97","954.97","","0.81%"
"03/15/2019","947.25","947.25","947.25","947.25","","0.05%"
"03/14/2019","946.80","946.80","946.80","946.80","","-0.49%"
"03/13/2019","951.50","951.50","951.50","951.50","","0.36%"
"03/12/2019","948.04","948.04","948.04","948.04","","-0.13%"
"03/11/2019","949.24","949.24","949.24","949.24","","1.61%"
"03/08/2019","934.18","934.18","934.18","934.18","","-0.17%"
"03/07/2019","935.73","935.73","935.73","935.73","","-1.06%"
"03/06/2019","945.78","945.78","945.78","945.78","","-1.97%"
"03/05/2019","964.83","964.83","964.83","964.83","","-0.44%"
"03/04/2019","969.12","969.12","969.12","969.12","","-0.99%"
"03/01/2019","978.79","978.79","978.79","978.79","","0.52%"
"02/28/2019","973.71","973.71","973.71","973.71","","-0.33%"
"02/27/2019","976.89","976.89","976.89","976.89","","0.11%"
"02/26/2019","975.84","975.84","975.84","975.84","","-0.88%"
"02/25/2019","984.53","984.53","984.53","984.53","","-0.28%"
"02/22/2019","987.29","987.29","987.29","987.29","","0.44%"
"02/21/2019","982.95","982.95","982.95","982.95","","-0.50%"
"02/20/2019","987.87","987.87","987.87","987.87","","0.71%"
"02/19/2019","980.86","980.86","980.86","980.86","","0.58%"
"02/15/2019","975.24","975.24","975.24","975.24","","1.47%"
"02/14/2019","961.15","961.15","961.15","961.15","","0.21%"
"02/13/2019","959.10","959.10","959.10","959.10","","0.40%"
"02/12/2019","955.31","955.31","955.31","955.31","","1.28%"
"02/11/2019","943.25","943.25","943.25","943.25","","0.93%"
"02/08/2019","934.59","934.59","934.59","934.59","","-0.09%"
"02/07/2019","935.46","935.46","935.46","935.46","","-0.94%"
"02/06/2019","944.32","944.32","944.32","944.32","","-0.17%"
"02/05/2019","945.89","945.89","945.89","945.89","","0.11%"
"02/04/2019","944.81","944.81","944.81","944.81","","1.20%"
"02/01/2019","933.58","933.58","933.58","933.58","","-0.06%"
"01/31/2019","934.12","934.12","934.12","934.12","","0.85%"
"01/30/2019","926.29","926.29","926.29","926.29","","1.01%"
"01/29/2019","917.07","917.07","917.07","917.07","","0.00%"
"01/28/2019","917.07","917.07","917.07","917.07","","-0.64%"
"01/25/2019","922.98","922.98","922.98","922.98","","1.13%"
"01/24/2019","912.68","912.68","912.68","912.68","","0.61%"
"01/23/2019","907.18","907.18","907.18","907.18","","-0.20%"
"01/22/2019","908.96","908.96","908.96","908.96","","-1.66%"
"01/18/2019","924.28","924.28","924.28","924.28","","1.00%"
"01/17/2019","915.13","915.13","915.13","915.13","348.25M","0.91%"
"01/16/2019","906.84","906.84","906.84","906.84","","0.79%"
"01/15/2019","899.77","899.77","899.77","899.77","","0.64%"
"01/14/2019","894.06","894.06","894.06","894.06","","-0.88%"
"01/11/2019","902.03","902.03","902.03","902.03","","0.29%"
"01/10/2019","899.43","899.43","899.43","899.43","","0.31%"
"01/09/2019","896.69","896.69","896.69","896.69","","1.04%"
"01/08/2019","887.50","887.50","887.50","887.50","404.23M","1.49%"
"01/07/2019","874.48","874.48","874.48","874.48","","1.41%"
"01/04/2019","862.32","862.32","862.32","862.32","","3.54%"
"01/03/2019","832.81","832.81","832.81","832.81","340.50M","-1.83%"
"01/02/2019","848.33","848.33","848.33","848.33","","0.40%"
"12/31/2018","844.94","844.94","844.94","844.94","","0.56%"
"12/28/2018","840.21","840.21","840.21","840.21","","0.58%"
"12/27/2018","835.37","835.37","835.37","835.37","","0.42%"
"12/26/2018","831.88","831.88","831.88","831.88","391.26M","4.79%"
"12/24/2018","793.86","793.86","793.86","793.86","233.42M","-1.95%"
"12/21/2018","809.61","809.61","809.61","809.61","","-2.23%"
"12/20/2018","828.10","828.10","828.10","828.10","475.57M","-1.47%"
"12/19/2018","840.46","840.46","840.46","840.46","","-2.14%"
"12/18/2018","858.86","858.86","858.86","858.86","","0.15%"
"12/17/2018","857.58","857.58","857.58","857.58","","-2.34%"
"12/14/2018","878.11","878.11","878.11","878.11","","-1.57%"
"12/13/2018","892.11","892.11","892.11","892.11","352.27M","-1.64%"
"12/12/2018","906.98","906.98","906.98","906.98","372.82M","1.05%"
"12/11/2018","897.59","897.59","897.59","897.59","375.48M","-0.15%"
"12/10/2018","898.91","898.91","898.91","898.91","422.54M","-0.70%"
"12/07/2018","905.26","905.26","905.26","905.26","377.61M","-1.86%"
"12/06/2018","922.43","922.43","922.43","922.43","400.98M","-0.28%"
"12/04/2018","925.06","925.06","925.06","925.06","","-4.61%"
"12/03/2018","969.77","969.77","969.77","969.77","","0.71%"
"11/30/2018","962.95","962.95","962.95","962.95","372.84M","0.66%"
"11/29/2018","956.63","956.63","956.63","956.63","","-0.47%"
"11/28/2018","961.11","961.11","961.11","961.11","376.35M","2.41%"
"11/27/2018","938.45","938.45","938.45","938.45","309.21M","-0.84%"
"11/26/2018","946.40","946.40","946.40","946.40","","0.94%"
"11/23/2018","937.56","937.56","937.56","937.56","132.82M","0.02%"
"11/21/2018","937.41","937.41","937.41","937.41","","0.98%"
"11/20/2018","928.33","928.33","928.33","928.33","","-1.84%"
"11/19/2018","945.74","945.74","945.74","945.74","","-1.63%"
"11/16/2018","961.44","961.44","961.44","961.44","","0.30%"
"11/15/2018","958.54","958.54","958.54","958.54","","1.31%"
"11/14/2018","946.15","946.15","946.15","946.15","348.86M","-0.75%"
"11/13/2018","953.34","953.34","953.34","953.34","","-0.18%"
"11/12/2018","955.08","955.08","955.08","955.08","335.19M","-1.81%"
"11/09/2018","972.65","972.65","972.65","972.65","419.83M","-1.71%"
"11/08/2018","989.53","989.53","989.53","989.53","","-0.26%"
"11/07/2018","992.06","992.06","992.06","992.06","450.33M","1.20%"
"11/06/2018","980.27","980.27","980.27","980.27","","0.57%"
"11/05/2018","974.74","974.74","974.74","974.74","","0.13%"
"11/02/2018","973.43","973.43","973.43","973.43","","0.47%"
"11/01/2018","968.88","968.88","968.88","968.88","460.42M","1.99%"
"10/31/2018","949.96","949.96","949.96","949.96","478.36M","-0.10%"
"10/30/2018","950.90","950.90","950.90","950.90","433.35M","2.24%"
"10/29/2018","930.09","930.09","930.09","930.09","405.87M","-0.22%"
"10/26/2018","932.15","932.15","932.15","932.15","","-0.97%"
"10/25/2018","941.26","941.26","941.26","941.26","396.93M","2.20%"
"10/24/2018","920.99","920.99","920.99","920.99","395.09M","-3.51%"
"10/23/2018","954.45","954.45","954.45","954.45","","-0.78%"
"10/22/2018","961.94","961.94","961.94","961.94","","-0.01%"
"10/19/2018","962.06","962.06","962.06","962.06","","-1.04%"
"10/18/2018","972.21","972.21","972.21","972.21","","-1.88%"
"10/17/2018","990.87","990.87","990.87","990.87","","-0.59%"
"10/16/2018","996.79","996.79","996.79","996.79","","2.71%"
"10/15/2018","970.53","970.53","970.53","970.53","","0.53%"
"10/12/2018","965.38","965.38","965.38","965.38","","-0.19%"
"10/11/2018","967.23","967.23","967.23","967.23","","-2.08%"
"10/10/2018","987.79","987.79","987.79","987.79","","-2.77%"
"10/09/2018","1,015.94","1,015.94","1,015.94","1,015.94","","-0.41%"
"10/08/2018","1,020.13","1,020.13","1,020.13","1,020.13","","-0.05%"
"10/05/2018","1,020.67","1,020.67","1,020.67","1,020.67","","-1.08%"
"10/04/2018","1,031.79","1,031.79","1,031.79","1,031.79","","-1.24%"
"10/03/2018","1,044.75","1,044.75","1,044.75","1,044.75","","0.90%"
"10/02/2018","1,035.42","1,035.42","1,035.42","1,035.42","","-1.07%"
"10/01/2018","1,046.64","1,046.64","1,046.64","1,046.64","","-1.44%"
"09/28/2018","1,061.92","1,061.92","1,061.92","1,061.92","","0.41%"
"09/27/2018","1,057.62","1,057.62","1,057.62","1,057.62","","-0.04%"
"09/26/2018","1,058.04","1,058.04","1,058.04","1,058.04","","-0.90%"
"09/25/2018","1,067.66","1,067.66","1,067.66","1,067.66","","0.09%"
"09/24/2018","1,066.72","1,066.72","1,066.72","1,066.72","","-0.71%"
"09/21/2018","1,074.35","1,074.35","1,074.35","1,074.35","","-0.52%"
"09/20/2018","1,079.92","1,079.92","1,079.92","1,079.92","","0.90%"
"09/19/2018","1,070.30","1,070.30","1,070.30","1,070.30","","-0.71%"
"09/18/2018","1,078.00","1,078.00","1,078.00","1,078.00","","0.26%"
"09/17/2018","1,075.21","1,075.21","1,075.21","1,075.21","","-1.03%"
"09/14/2018","1,086.35","1,086.35","1,086.35","1,086.35","","0.68%"
"09/13/2018","1,078.98","1,078.98","1,078.98","1,078.98","","-0.03%"
"09/12/2018","1,079.31","1,079.31","1,079.31","1,079.31","","-0.28%"
"09/11/2018","1,082.37","1,082.37","1,082.37","1,082.37","","-0.02%"
"09/10/2018","1,082.57","1,082.57","1,082.57","1,082.57","","0.13%"
"09/07/2018","1,081.15","1,081.15","1,081.15","1,081.15","","-0.27%"
"09/06/2018","1,084.05","1,084.05","1,084.05","1,084.05","","-0.71%"
"09/05/2018","1,091.76","1,091.76","1,091.76","1,091.76","","-0.17%"
"09/04/2018","1,093.58","1,093.58","1,093.58","1,093.58","","-0.44%"
"08/31/2018","1,098.36","1,098.36","1,098.36","1,098.36","","0.60%"
"08/30/2018","1,091.86","1,091.86","1,091.86","1,091.86","","-0.23%"
"08/29/2018","1,094.34","1,094.34","1,094.34","1,094.34","","0.16%"
"08/28/2018","1,092.64","1,092.64","1,092.64","1,092.64","","-0.03%"
"08/27/2018","1,092.96","1,092.96","1,092.96","1,092.96","","0.13%"
"08/24/2018","1,091.55","1,091.55","1,091.55","1,091.55","","0.35%"
"08/23/2018","1,087.70","1,087.70","1,087.70","1,087.70","","-0.32%"
"08/22/2018","1,091.20","1,091.20","1,091.20","1,091.20","","0.16%"
"08/21/2018","1,089.41","1,089.41","1,089.41","1,089.41","","1.21%"
"08/20/2018","1,076.42","1,076.42","1,076.42","1,076.42","","0.36%"
"08/17/2018","1,072.59","1,072.59","1,072.59","1,072.59","","0.60%"
"08/16/2018","1,066.20","1,066.20","1,066.20","1,066.20","","0.85%"
"08/15/2018","1,057.17","1,057.17","1,057.17","1,057.17","","-1.16%"
"08/14/2018","1,069.53","1,069.53","1,069.53","1,069.53","","1.30%"
"08/13/2018","1,055.82","1,055.82","1,055.82","1,055.82","","-0.54%"
"08/10/2018","1,061.56","1,061.56","1,061.56","1,061.56","","-0.14%"
"08/09/2018","1,063.10","1,063.10","1,063.10","1,063.10","","0.08%"
"08/08/2018","1,062.22","1,062.22","1,062.22","1,062.22","","-0.07%"
"08/07/2018","1,062.96","1,062.96","1,062.96","1,062.96","","0.14%"
"08/06/2018","1,061.52","1,061.52","1,061.52","1,061.52","","0.75%"
"08/03/2018","1,053.61","1,053.61","1,053.61","1,053.61","","-0.43%"
"08/02/2018","1,058.15","1,058.15","1,058.15","1,058.15","","0.92%"
"08/01/2018","1,048.49","1,048.49","1,048.49","1,048.49","","-0.04%"
"07/31/2018","1,048.88","1,048.88","1,048.88","1,048.88","","1.19%"
"07/30/2018","1,036.56","1,036.56","1,036.56","1,036.56","","-0.46%"
"07/27/2018","1,041.30","1,041.30","1,041.30","1,041.30","","-1.74%"
"07/26/2018","1,059.77","1,059.77","1,059.77","1,059.77","","1.08%"
"07/25/2018","1,048.40","1,048.40","1,048.40","1,048.40","","0.21%"
"07/24/2018","1,046.24","1,046.24","1,046.24","1,046.24","","-0.90%"
"07/23/2018","1,055.76","1,055.76","1,055.76","1,055.76","","-0.02%"
"07/20/2018","1,055.99","1,055.99","1,055.99","1,055.99","","-0.28%"
"07/19/2018","1,058.97","1,058.97","1,058.97","1,058.97","","0.65%"
"07/18/2018","1,052.13","1,052.13","1,052.13","1,052.13","","0.43%"
"07/17/2018","1,047.63","1,047.63","1,047.63","1,047.63","","0.63%"
"07/16/2018","1,041.10","1,041.10","1,041.10","1,041.10","","-0.45%"
"07/13/2018","1,045.81","1,045.81","1,045.81","1,045.81","","-0.08%"
"07/12/2018","1,046.64","1,046.64","1,046.64","1,046.64","","0.23%"
"07/11/2018","1,044.24","1,044.24","1,044.24","1,044.24","","-0.77%"
"07/10/2018","1,052.39","1,052.39","1,052.39","1,052.39","","-0.47%"
"07/09/2018","1,057.32","1,057.32","1,057.32","1,057.32","","0.70%"
"07/06/2018","1,049.94","1,049.94","1,049.94","1,049.94","","0.80%"
"07/05/2018","1,041.56","1,041.56","1,041.56","1,041.56","","1.23%"
"07/03/2018","1,028.93","1,028.93","1,028.93","1,028.93","","0.16%"
"07/02/2018","1,027.28","1,027.28","1,027.28","1,027.28","","0.97%"
"06/29/2018","1,017.38","1,017.38","1,017.38","1,017.38","","-0.28%"
"06/28/2018","1,020.22","1,020.22","1,020.22","1,020.22","","0.28%"
"06/27/2018","1,017.36","1,017.36","1,017.36","1,017.36","","-1.54%"
"06/26/2018","1,033.31","1,033.31","1,033.31","1,033.31","","0.73%"
"06/25/2018","1,025.84","1,025.84","1,025.84","1,025.84","","-1.61%"
"06/22/2018","1,042.58","1,042.58","1,042.58","1,042.58","","0.02%"
"06/21/2018","1,042.41","1,042.41","1,042.41","1,042.41","","-0.95%"
"06/20/2018","1,052.40","1,052.40","1,052.40","1,052.40","","0.70%"
"06/19/2018","1,045.13","1,045.13","1,045.13","1,045.13","","-0.03%"
"06/18/2018","1,045.45","1,045.45","1,045.45","1,045.45","","0.57%"
"06/15/2018","1,039.54","1,039.54","1,039.54","1,039.54","","0.04%"
"06/14/2018","1,039.09","1,039.09","1,039.09","1,039.09","","0.29%"
"06/13/2018","1,036.12","1,036.12","1,036.12","1,036.12","","-0.56%"
"06/12/2018","1,041.95","1,041.95","1,041.95","1,041.95","","0.08%"
"06/11/2018","1,041.08","1,041.08","1,041.08","1,041.08","","0.24%"
"06/08/2018","1,038.61","1,038.61","1,038.61","1,038.61","","0.28%"
"06/07/2018","1,035.70","1,035.70","1,035.70","1,035.70","","-0.33%"
"06/06/2018","1,039.13","1,039.13","1,039.13","1,039.13","","0.57%"
"06/05/2018","1,033.24","1,033.24","1,033.24","1,033.24","","0.80%"
"06/04/2018","1,025.08","1,025.08","1,025.08","1,025.08","","0.94%"
"06/01/2018","1,015.57","1,015.57","1,015.57","1,015.57","","0.80%"
"05/31/2018","1,007.54","1,007.54","1,007.54","1,007.54","","-1.07%"
"05/30/2018","1,018.46","1,018.46","1,018.46","1,018.46","","1.42%"
"05/29/2018","1,004.17","1,004.17","1,004.17","1,004.17","","-0.05%"
"05/25/2018","1,004.64","1,004.64","1,004.64","1,004.64","","-0.05%"
"05/24/2018","1,005.10","1,005.10","1,005.10","1,005.10","","0.04%"
"05/23/2018","1,004.67","1,004.67","1,004.67","1,004.67","","0.13%"
"05/22/2018","1,003.41","1,003.41","1,003.41","1,003.41","","-0.83%"
"05/21/2018","1,011.82","1,011.82","1,011.82","1,011.82","","0.92%"
"05/18/2018","1,002.57","1,002.57","1,002.57","1,002.57","","0.15%"
"05/17/2018","1,001.02","1,001.02","1,001.02","1,001.02","","0.70%"
"05/16/2018","994.09","994.09","994.09","994.09","","1.19%"
"05/15/2018","982.43","982.43","982.43","982.43","","0.03%"
"05/14/2018","982.13","982.13","982.13","982.13","","-0.48%"
"05/11/2018","986.87","986.87","986.87","986.87","","0.11%"
"05/10/2018","985.78","985.78","985.78","985.78","","0.58%"
"05/09/2018","980.13","980.13","980.13","980.13","","0.55%"
"05/08/2018","974.77","974.77","974.77","974.77","","0.86%"
"05/07/2018","966.49","966.49","966.49","966.49","","0.79%"
"05/04/2018","958.92","958.92","958.92","958.92","","1.25%"
"05/03/2018","947.08","947.08","947.08","947.08","","-0.66%"
"05/02/2018","953.41","953.41","953.41","953.41","","0.16%"
"05/01/2018","951.88","951.88","951.88","951.88","","0.46%"
"04/30/2018","947.51","947.51","947.51","947.51","","-0.91%"
"04/27/2018","956.18","956.18","956.18","956.18","","-0.26%"
"04/26/2018","958.70","958.70","958.70","958.70","","0.38%"
"04/25/2018","955.03","955.03","955.03","955.03","","-0.24%"
"04/24/2018","957.37","957.37","957.37","957.37","","-0.46%"
"04/23/2018","961.77","961.77","961.77","961.77","","0.00%"
"04/20/2018","961.76","961.76","961.76","961.76","","-0.63%"
"04/19/2018","967.81","967.81","967.81","967.81","","-0.75%"
"04/18/2018","975.10","975.10","975.10","975.10","","0.30%"
