"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX10","HRZB00ICBE11","2020-02-03",1217.26,1217.26,1210.26,1210.90,-0.47,345114.48
"XZAG","CBX10","HRZB00ICBE11","2020-01-31",1216.38,1221.49,1215.42,1216.57,0.02,765248.28
"XZAG","CBX10","HRZB00ICBE11","2020-01-30",1209.41,1216.46,1209.41,1216.38,0.61,497974.48
"XZAG","CBX10","HRZB00ICBE11","2020-01-29",1208.34,1211.23,1208.07,1208.98,0.05,395402.31
"XZAG","CBX10","HRZB00ICBE11","2020-01-28",1211.50,1211.60,1206.07,1208.42,-0.25,1062415.12
"XZAG","CBX10","HRZB00ICBE11","2020-01-27",1219.35,1219.35,1211.37,1211.50,-0.64,809337.96
"XZAG","CBX10","HRZB00ICBE11","2020-01-24",1220.12,1220.17,1216.94,1219.35,-0.06,170844.97
"XZAG","CBX10","HRZB00ICBE11","2020-01-23",1222.26,1223.16,1219.65,1220.12,0.05,296951.34
"XZAG","CBX10","HRZB00ICBE11","2020-01-22",1219.20,1221.36,1218.32,1219.49,0.00,346592.12
"XZAG","CBX10","HRZB00ICBE11","2020-01-21",1219.83,1221.59,1217.93,1219.52,-0.03,266034.61
"XZAG","CBX10","HRZB00ICBE11","2020-01-20",1214.88,1220.12,1214.88,1219.83,0.41,828594.25
"XZAG","CBX10","HRZB00ICBE11","2020-01-17",1212.61,1216.12,1212.61,1214.88,0.19,518097.66
"XZAG","CBX10","HRZB00ICBE11","2020-01-16",1218.17,1219.30,1211.86,1212.61,-0.46,787409.36
"XZAG","CBX10","HRZB00ICBE11","2020-01-15",1220.41,1221.22,1216.15,1218.17,-0.07,1006316.13
"XZAG","CBX10","HRZB00ICBE11","2020-01-14",1212.64,1220.95,1212.64,1219.02,0.46,776888.14
"XZAG","CBX10","HRZB00ICBE11","2020-01-13",1207.53,1214.22,1207.53,1213.41,0.49,487376.89
"XZAG","CBX10","HRZB00ICBE11","2020-01-10",1202.58,1209.22,1202.41,1207.44,0.40,219352.29
"XZAG","CBX10","HRZB00ICBE11","2020-01-09",1203.22,1206.79,1201.83,1202.58,-0.05,1569238.01
"XZAG","CBX10","HRZB00ICBE11","2020-01-08",1208.39,1209.70,1199.06,1203.22,-0.31,812624.33
"XZAG","CBX10","HRZB00ICBE11","2020-01-07",1209.55,1215.22,1206.36,1207.01,-0.21,1360563.45
"XZAG","CBX10","HRZB00ICBE11","2020-01-03",1202.74,1209.55,1200.01,1209.55,0.57,1166312.30
"XZAG","CBX10","HRZB00ICBE11","2020-01-02",1198.50,1203.68,1196.33,1202.65,0.23,603691.07
"XZAG","CBX10","HRZB00ICBE11","2019-12-30",1201.82,1202.96,1198.16,1199.89,-0.16,1095138.61
"XZAG","CBX10","HRZB00ICBE11","2019-12-27",1199.19,1201.90,1196.43,1201.82,0.18,644343.37
"XZAG","CBX10","HRZB00ICBE11","2019-12-23",1188.47,1199.63,1188.47,1199.63,0.94,746190.20
"XZAG","CBX10","HRZB00ICBE11","2019-12-20",1190.73,1195.66,1188.47,1188.47,-0.15,528189.11
"XZAG","CBX10","HRZB00ICBE11","2019-12-19",1190.53,1191.68,1189.45,1190.30,-0.03,126742.56
"XZAG","CBX10","HRZB00ICBE11","2019-12-18",1193.04,1195.02,1189.75,1190.62,-0.19,461472.47
"XZAG","CBX10","HRZB00ICBE11","2019-12-17",1192.17,1193.82,1189.54,1192.86,0.06,1363769.23
"XZAG","CBX10","HRZB00ICBE11","2019-12-16",1187.66,1193.31,1186.79,1192.17,0.39,623293.79
"XZAG","CBX10","HRZB00ICBE11","2019-12-13",1181.17,1190.44,1179.51,1187.57,0.66,986606.24
"XZAG","CBX10","HRZB00ICBE11","2019-12-12",1181.69,1181.98,1178.04,1179.79,-0.17,643208.25
"XZAG","CBX10","HRZB00ICBE11","2019-12-11",1179.25,1181.79,1178.41,1181.79,0.22,504260.85
"XZAG","CBX10","HRZB00ICBE11","2019-12-10",1182.00,1182.97,1177.94,1179.25,-0.23,669753.67
"XZAG","CBX10","HRZB00ICBE11","2019-12-09",1184.64,1184.64,1179.07,1182.00,-0.16,608827.65
"XZAG","CBX10","HRZB00ICBE11","2019-12-06",1185.09,1185.13,1180.27,1183.95,-0.09,427479.59
"XZAG","CBX10","HRZB00ICBE11","2019-12-05",1184.78,1187.09,1182.67,1185.00,0.08,325810.98
"XZAG","CBX10","HRZB00ICBE11","2019-12-04",1187.86,1189.12,1182.84,1184.09,-0.32,374293.54
"XZAG","CBX10","HRZB00ICBE11","2019-12-03",1187.40,1189.00,1186.25,1187.86,0.04,472359.07
"XZAG","CBX10","HRZB00ICBE11","2019-12-02",1185.27,1188.66,1183.96,1187.40,0.19,447130.83
"XZAG","CBX10","HRZB00ICBE11","2019-11-29",1185.00,1187.59,1183.12,1185.18,-0.04,1070330.17
"XZAG","CBX10","HRZB00ICBE11","2019-11-28",1185.11,1186.41,1180.92,1185.69,0.04,800714.21
"XZAG","CBX10","HRZB00ICBE11","2019-11-27",1183.03,1185.90,1181.72,1185.21,0.07,616642.28
"XZAG","CBX10","HRZB00ICBE11","2019-11-26",1183.81,1189.80,1183.28,1184.42,0.08,653342.80
"XZAG","CBX10","HRZB00ICBE11","2019-11-25",1185.49,1188.19,1178.95,1183.46,-0.16,437801.63
"XZAG","CBX10","HRZB00ICBE11","2019-11-22",1185.27,1186.05,1181.93,1185.40,0.07,166662.70
"XZAG","CBX10","HRZB00ICBE11","2019-11-21",1178.48,1184.58,1177.78,1184.58,0.54,320525.59
"XZAG","CBX10","HRZB00ICBE11","2019-11-20",1181.89,1182.66,1178.24,1178.24,-0.31,448884.84
"XZAG","CBX10","HRZB00ICBE11","2019-11-19",1177.23,1182.33,1177.23,1181.89,0.40,681470.62
"XZAG","CBX10","HRZB00ICBE11","2019-11-18",1172.06,1180.28,1172.06,1177.23,0.38,623649.70
"XZAG","CBX10","HRZB00ICBE11","2019-11-15",1172.37,1174.67,1171.80,1172.82,0.05,293833.56
"XZAG","CBX10","HRZB00ICBE11","2019-11-14",1170.22,1172.88,1168.79,1172.18,0.17,2977482.97
"XZAG","CBX10","HRZB00ICBE11","2019-11-13",1171.41,1172.71,1169.77,1170.22,-0.10,508585.40
"XZAG","CBX10","HRZB00ICBE11","2019-11-12",1169.64,1172.10,1167.58,1171.41,0.15,568141.32
"XZAG","CBX10","HRZB00ICBE11","2019-11-11",1175.12,1175.37,1168.59,1169.64,-0.52,390048.82
"XZAG","CBX10","HRZB00ICBE11","2019-11-08",1175.78,1176.43,1169.85,1175.81,-0.02,541348.71
"XZAG","CBX10","HRZB00ICBE11","2019-11-07",1177.41,1178.95,1174.26,1176.01,-0.12,527372.71
"XZAG","CBX10","HRZB00ICBE11","2019-11-06",1176.41,1178.68,1175.47,1177.41,0.09,705032.01
"XZAG","CBX10","HRZB00ICBE11","2019-11-05",1182.66,1182.66,1171.47,1176.32,-0.54,457072.92
"XZAG","CBX10","HRZB00ICBE11","2019-11-04",1180.02,1186.02,1180.02,1182.66,0.22,681790.48
"XZAG","CBX10","HRZB00ICBE11","2019-10-31",1187.51,1188.27,1179.64,1180.02,-0.69,831378.11
"XZAG","CBX10","HRZB00ICBE11","2019-10-30",1194.18,1199.14,1187.38,1188.20,-0.50,698905.32
"XZAG","CBX10","HRZB00ICBE11","2019-10-29",1190.98,1202.78,1187.52,1194.18,0.27,928582.97
"XZAG","CBX10","HRZB00ICBE11","2019-10-28",1186.42,1196.30,1186.42,1190.98,0.37,545073.38
"XZAG","CBX10","HRZB00ICBE11","2019-10-25",1192.45,1193.28,1186.55,1186.60,-0.49,266806.36
"XZAG","CBX10","HRZB00ICBE11","2019-10-24",1195.92,1195.92,1189.06,1192.45,-0.29,300075.39
"XZAG","CBX10","HRZB00ICBE11","2019-10-23",1192.32,1195.93,1186.50,1195.92,0.33,553664.19
"XZAG","CBX10","HRZB00ICBE11","2019-10-22",1188.21,1192.65,1187.97,1192.04,0.32,278813.96
"XZAG","CBX10","HRZB00ICBE11","2019-10-21",1190.60,1197.34,1184.42,1188.21,-0.32,523688.06
"XZAG","CBX10","HRZB00ICBE11","2019-10-18",1189.01,1194.11,1189.01,1191.98,0.22,594697.88
"XZAG","CBX10","HRZB00ICBE11","2019-10-17",1180.35,1192.46,1178.19,1189.34,0.70,1164213.84
"XZAG","CBX10","HRZB00ICBE11","2019-10-16",1185.26,1187.30,1173.06,1181.04,-0.36,888458.76
"XZAG","CBX10","HRZB00ICBE11","2019-10-15",1179.22,1187.35,1179.22,1185.26,0.53,1177986.03
"XZAG","CBX10","HRZB00ICBE11","2019-10-14",1155.91,1179.32,1152.25,1178.99,2.02,705115.34
"XZAG","CBX10","HRZB00ICBE11","2019-10-11",1151.61,1158.44,1151.61,1155.68,0.35,457979.04
"XZAG","CBX10","HRZB00ICBE11","2019-10-10",1146.55,1151.61,1146.55,1151.61,0.40,262221.67
"XZAG","CBX10","HRZB00ICBE11","2019-10-09",1144.72,1149.90,1144.28,1146.99,0.06,727187.48
"XZAG","CBX10","HRZB00ICBE11","2019-10-07",1143.99,1149.42,1141.51,1146.35,0.21,572952.15
"XZAG","CBX10","HRZB00ICBE11","2019-10-04",1144.48,1146.84,1142.61,1143.99,-0.02,518067.10
"XZAG","CBX10","HRZB00ICBE11","2019-10-03",1154.41,1154.64,1140.30,1144.22,-0.96,825348.34
"XZAG","CBX10","HRZB00ICBE11","2019-10-02",1161.77,1161.77,1153.97,1155.36,-0.54,1214188.15
"XZAG","CBX10","HRZB00ICBE11","2019-10-01",1166.18,1166.18,1159.20,1161.60,-0.39,851211.18
"XZAG","CBX10","HRZB00ICBE11","2019-09-30",1176.49,1180.83,1165.66,1166.18,-0.88,1571252.76
"XZAG","CBX10","HRZB00ICBE11","2019-09-27",1162.64,1182.35,1162.64,1176.49,1.29,2416927.24
"XZAG","CBX10","HRZB00ICBE11","2019-09-26",1142.19,1168.75,1142.19,1161.49,1.69,2390728.15
"XZAG","CBX10","HRZB00ICBE11","2019-09-25",1134.36,1142.19,1134.11,1142.19,0.69,1584961.47
"XZAG","CBX10","HRZB00ICBE11","2019-09-24",1132.76,1138.17,1131.37,1134.36,0.14,1847611.99
"XZAG","CBX10","HRZB00ICBE11","2019-09-23",1117.26,1132.76,1113.43,1132.76,1.39,626121.10
"XZAG","CBX10","HRZB00ICBE11","2019-09-20",1115.62,1118.55,1113.96,1117.18,0.22,297520.14
"XZAG","CBX10","HRZB00ICBE11","2019-09-19",1110.10,1116.05,1110.10,1114.69,0.41,656881.90
"XZAG","CBX10","HRZB00ICBE11","2019-09-18",1103.45,1113.33,1103.45,1110.10,0.67,533884.97
"XZAG","CBX10","HRZB00ICBE11","2019-09-17",1105.65,1106.07,1102.64,1102.70,-0.30,518961.74
"XZAG","CBX10","HRZB00ICBE11","2019-09-16",1097.53,1107.88,1097.53,1106.02,0.77,899646.93
"XZAG","CBX10","HRZB00ICBE11","2019-09-13",1100.28,1104.79,1096.94,1097.53,-0.39,397217.40
"XZAG","CBX10","HRZB00ICBE11","2019-09-12",1096.58,1101.78,1095.14,1101.78,0.47,856589.08
"XZAG","CBX10","HRZB00ICBE11","2019-09-11",1094.53,1096.58,1093.77,1096.58,0.15,259064.13
"XZAG","CBX10","HRZB00ICBE11","2019-09-10",1087.77,1094.99,1086.93,1094.99,0.72,227205.03
"XZAG","CBX10","HRZB00ICBE11","2019-09-09",1086.41,1087.24,1085.01,1087.11,0.06,304155.95
"XZAG","CBX10","HRZB00ICBE11","2019-09-06",1086.96,1087.29,1083.83,1086.41,0.01,267001.67
"XZAG","CBX10","HRZB00ICBE11","2019-09-05",1087.43,1087.89,1082.01,1086.31,-0.10,411004.98
"XZAG","CBX10","HRZB00ICBE11","2019-09-04",1086.12,1088.18,1085.22,1087.43,0.12,290245.58
"XZAG","CBX10","HRZB00ICBE11","2019-09-03",1084.98,1087.79,1082.20,1086.12,0.17,454194.65
"XZAG","CBX10","HRZB00ICBE11","2019-09-02",1088.31,1088.31,1083.74,1084.33,-0.38,267164.19
"XZAG","CBX10","HRZB00ICBE11","2019-08-30",1090.67,1090.67,1084.70,1088.49,-0.20,568259.18
"XZAG","CBX10","HRZB00ICBE11","2019-08-29",1086.15,1090.67,1085.66,1090.67,0.45,530096.28
"XZAG","CBX10","HRZB00ICBE11","2019-08-28",1089.43,1089.43,1081.98,1085.77,-0.34,779674.32
"XZAG","CBX10","HRZB00ICBE11","2019-08-27",1091.02,1095.64,1086.11,1089.43,-0.15,493890.69
"XZAG","CBX10","HRZB00ICBE11","2019-08-26",1091.70,1091.70,1085.14,1091.02,-0.06,368688.75
"XZAG","CBX10","HRZB00ICBE11","2019-08-23",1090.65,1092.40,1089.34,1091.70,0.10,565501.09
"XZAG","CBX10","HRZB00ICBE11","2019-08-22",1094.08,1095.75,1090.65,1090.65,-0.47,519144.50
"XZAG","CBX10","HRZB00ICBE11","2019-08-21",1091.00,1095.80,1091.00,1095.80,0.44,378053.70
"XZAG","CBX10","HRZB00ICBE11","2019-08-20",1095.66,1097.99,1090.93,1091.00,-0.43,334371.48
"XZAG","CBX10","HRZB00ICBE11","2019-08-19",1095.95,1099.32,1095.66,1095.66,-0.03,452760.49
"XZAG","CBX10","HRZB00ICBE11","2019-08-16",1100.02,1100.93,1094.50,1095.95,-0.37,335413.46
"XZAG","CBX10","HRZB00ICBE11","2019-08-14",1100.46,1105.93,1100.02,1100.02,-0.02,626924.88
"XZAG","CBX10","HRZB00ICBE11","2019-08-13",1102.88,1105.03,1098.55,1100.26,-0.39,165003.56
"XZAG","CBX10","HRZB00ICBE11","2019-08-12",1105.16,1105.72,1103.44,1104.60,-0.05,209075.72
"XZAG","CBX10","HRZB00ICBE11","2019-08-09",1103.23,1105.23,1101.94,1105.16,0.17,500573.55
"XZAG","CBX10","HRZB00ICBE11","2019-08-08",1104.49,1104.92,1100.37,1103.23,0.00,125853.49
"XZAG","CBX10","HRZB00ICBE11","2019-08-07",1103.78,1107.11,1102.24,1103.20,0.03,446434.75
"XZAG","CBX10","HRZB00ICBE11","2019-08-06",1107.50,1107.50,1101.67,1102.85,-0.30,334405.12
"XZAG","CBX10","HRZB00ICBE11","2019-08-02",1108.82,1110.32,1106.02,1106.21,-0.24,346256.75
"XZAG","CBX10","HRZB00ICBE11","2019-08-01",1109.08,1111.16,1106.31,1108.82,-0.02,352796.54
"XZAG","CBX10","HRZB00ICBE11","2019-07-31",1115.41,1115.41,1107.91,1109.08,-0.61,314629.46
"XZAG","CBX10","HRZB00ICBE11","2019-07-30",1114.32,1118.53,1113.81,1115.84,0.14,261298.69
"XZAG","CBX10","HRZB00ICBE11","2019-07-29",1117.50,1120.19,1111.37,1114.32,-0.28,290662.95
"XZAG","CBX10","HRZB00ICBE11","2019-07-26",1110.85,1118.49,1110.85,1117.50,0.60,339511.30
"XZAG","CBX10","HRZB00ICBE11","2019-07-25",1109.74,1111.92,1107.48,1110.85,0.02,491043.60
"XZAG","CBX10","HRZB00ICBE11","2019-07-24",1107.98,1110.58,1105.70,1110.58,0.23,243462.39
"XZAG","CBX10","HRZB00ICBE11","2019-07-23",1109.65,1110.55,1105.01,1107.98,-0.15,365937.55
"XZAG","CBX10","HRZB00ICBE11","2019-07-22",1108.65,1109.95,1104.40,1109.65,0.09,436050.93
"XZAG","CBX10","HRZB00ICBE11","2019-07-19",1105.41,1108.69,1104.73,1108.65,0.33,177606.34
"XZAG","CBX10","HRZB00ICBE11","2019-07-18",1099.44,1106.78,1096.34,1104.98,0.52,229041.25
"XZAG","CBX10","HRZB00ICBE11","2019-07-17",1105.51,1105.73,1099.05,1099.31,-0.56,228560.32
"XZAG","CBX10","HRZB00ICBE11","2019-07-16",1099.58,1105.51,1099.36,1105.51,0.51,347639.66
"XZAG","CBX10","HRZB00ICBE11","2019-07-15",1102.83,1102.83,1096.60,1099.86,-0.33,440452.94
"XZAG","CBX10","HRZB00ICBE11","2019-07-12",1099.35,1103.48,1099.24,1103.48,0.27,454074.42
"XZAG","CBX10","HRZB00ICBE11","2019-07-11",1095.86,1101.39,1095.02,1100.47,0.42,320551.95
"XZAG","CBX10","HRZB00ICBE11","2019-07-10",1098.58,1099.72,1095.19,1095.86,-0.11,550087.03
"XZAG","CBX10","HRZB00ICBE11","2019-07-09",1099.95,1102.93,1093.84,1097.07,-0.26,623516.32
"XZAG","CBX10","HRZB00ICBE11","2019-07-08",1105.83,1105.83,1096.65,1099.95,-0.53,535078.60
"XZAG","CBX10","HRZB00ICBE11","2019-07-05",1102.75,1107.08,1102.73,1105.83,0.16,574539.16
"XZAG","CBX10","HRZB00ICBE11","2019-07-04",1098.24,1106.43,1096.66,1104.06,0.41,469686.43
"XZAG","CBX10","HRZB00ICBE11","2019-07-03",1102.55,1102.55,1095.21,1099.55,-0.27,400541.52
"XZAG","CBX10","HRZB00ICBE11","2019-07-02",1101.63,1104.94,1097.33,1102.55,0.00,843847.28
"XZAG","CBX10","HRZB00ICBE11","2019-07-01",1102.67,1103.51,1100.03,1102.56,-0.01,544028.30
"XZAG","CBX10","HRZB00ICBE11","2019-06-28",1098.21,1103.04,1096.94,1102.67,0.41,420609.90
"XZAG","CBX10","HRZB00ICBE11","2019-06-27",1110.37,1110.37,1095.82,1098.21,-1.10,1509874.88
"XZAG","CBX10","HRZB00ICBE11","2019-06-26",1116.00,1117.22,1108.88,1110.37,-0.34,413004.90
"XZAG","CBX10","HRZB00ICBE11","2019-06-24",1118.37,1119.12,1114.13,1114.13,-0.38,771594.60
"XZAG","CBX10","HRZB00ICBE11","2019-06-21",1117.22,1118.93,1113.42,1118.37,0.04,300557.81
"XZAG","CBX10","HRZB00ICBE11","2019-06-19",1112.88,1117.88,1112.22,1117.88,0.37,980878.68
"XZAG","CBX10","HRZB00ICBE11","2019-06-18",1119.82,1119.82,1112.80,1113.74,-0.79,403676.62
"XZAG","CBX10","HRZB00ICBE11","2019-06-17",1114.86,1123.92,1113.06,1122.62,0.75,901097.39
"XZAG","CBX10","HRZB00ICBE11","2019-06-14",1114.28,1116.20,1112.76,1114.21,-0.01,189893.82
"XZAG","CBX10","HRZB00ICBE11","2019-06-13",1120.83,1122.09,1112.56,1114.28,-0.58,461986.34
"XZAG","CBX10","HRZB00ICBE11","2019-06-12",1121.87,1127.60,1119.11,1120.83,-0.09,699523.68
"XZAG","CBX10","HRZB00ICBE11","2019-06-11",1103.76,1121.96,1103.47,1121.87,1.64,1152128.54
"XZAG","CBX10","HRZB00ICBE11","2019-06-10",1092.81,1103.76,1092.65,1103.76,1.01,613364.88
"XZAG","CBX10","HRZB00ICBE11","2019-06-07",1088.39,1095.94,1088.39,1092.75,0.47,619601.43
"XZAG","CBX10","HRZB00ICBE11","2019-06-06",1087.74,1091.68,1085.29,1087.59,-0.01,395924.84
"XZAG","CBX10","HRZB00ICBE11","2019-06-05",1080.70,1090.35,1080.70,1087.74,0.65,721778.45
"XZAG","CBX10","HRZB00ICBE11","2019-06-04",1080.95,1084.37,1078.20,1080.70,-0.02,852815.37
"XZAG","CBX10","HRZB00ICBE11","2019-06-03",1085.38,1085.56,1080.95,1080.95,-0.41,548944.92
"XZAG","CBX10","HRZB00ICBE11","2019-05-31",1088.16,1088.82,1085.08,1085.38,-0.32,368876.70
"XZAG","CBX10","HRZB00ICBE11","2019-05-30",1095.29,1096.82,1087.90,1088.82,-0.45,873295.41
"XZAG","CBX10","HRZB00ICBE11","2019-05-29",1100.34,1101.88,1091.30,1093.70,-0.60,750935.99
"XZAG","CBX10","HRZB00ICBE11","2019-05-28",1097.75,1102.62,1097.75,1100.34,0.30,831391.80
"XZAG","CBX10","HRZB00ICBE11","2019-05-27",1101.71,1102.29,1094.68,1097.09,-0.46,468987.82
"XZAG","CBX10","HRZB00ICBE11","2019-05-24",1094.71,1102.21,1094.71,1102.14,0.68,482926.60
"XZAG","CBX10","HRZB00ICBE11","2019-05-23",1093.28,1098.43,1092.81,1094.71,0.17,1301278.56
"XZAG","CBX10","HRZB00ICBE11","2019-05-22",1092.90,1096.06,1089.84,1092.86,0.06,1096393.16
"XZAG","CBX10","HRZB00ICBE11","2019-05-21",1088.04,1092.66,1085.32,1092.24,0.39,1574747.20
"XZAG","CBX10","HRZB00ICBE11","2019-05-20",1093.63,1093.63,1088.04,1088.04,-1.40,888982.65
"XZAG","CBX10","HRZB00ICBE11","2019-05-17",1092.54,1103.68,1092.54,1103.45,1.12,1043987.79
"XZAG","CBX10","HRZB00ICBE11","2019-05-16",1084.15,1092.70,1081.69,1091.23,0.71,1557336.53
"XZAG","CBX10","HRZB00ICBE11","2019-05-15",1087.71,1087.71,1080.02,1083.50,-0.39,1091661.16
"XZAG","CBX10","HRZB00ICBE11","2019-05-14",1087.72,1089.56,1085.05,1087.71,0.00,1316334.90
"XZAG","CBX10","HRZB00ICBE11","2019-05-13",1089.04,1091.29,1086.00,1087.72,-0.12,909196.28
"XZAG","CBX10","HRZB00ICBE11","2019-05-10",1089.02,1094.03,1086.58,1089.04,0.00,1180318.83
"XZAG","CBX10","HRZB00ICBE11","2019-05-09",1090.31,1092.30,1087.97,1089.02,-0.12,896623.78
"XZAG","CBX10","HRZB00ICBE11","2019-05-08",1087.73,1090.62,1081.68,1090.31,0.24,669528.40
"XZAG","CBX10","HRZB00ICBE11","2019-05-07",1082.16,1088.98,1079.62,1087.73,0.60,2310093.76
"XZAG","CBX10","HRZB00ICBE11","2019-05-06",1090.47,1092.12,1079.98,1081.23,-0.89,526739.15
"XZAG","CBX10","HRZB00ICBE11","2019-05-03",1087.62,1091.80,1084.87,1090.90,0.36,1260214.48
"XZAG","CBX10","HRZB00ICBE11","2019-05-02",1085.65,1087.36,1079.43,1086.96,0.19,672162.93
"XZAG","CBX10","HRZB00ICBE11","2019-04-30",1081.74,1086.25,1077.12,1084.90,0.25,805355.58
"XZAG","CBX10","HRZB00ICBE11","2019-04-29",1074.85,1082.20,1072.54,1082.20,0.69,513693.68
"XZAG","CBX10","HRZB00ICBE11","2019-04-26",1072.18,1078.24,1071.29,1074.78,0.24,490041.93
"XZAG","CBX10","HRZB00ICBE11","2019-04-25",1072.41,1074.81,1070.35,1072.18,0.07,689443.61
"XZAG","CBX10","HRZB00ICBE11","2019-04-24",1081.56,1083.93,1067.58,1071.48,-0.93,770487.88
"XZAG","CBX10","HRZB00ICBE11","2019-04-23",1070.92,1081.56,1068.26,1081.56,0.87,1110308.58
"XZAG","CBX10","HRZB00ICBE11","2019-04-18",1066.23,1072.30,1064.00,1072.21,0.50,222584.78
"XZAG","CBX10","HRZB00ICBE11","2019-04-17",1063.53,1068.01,1062.39,1066.88,0.31,1025849.94
"XZAG","CBX10","HRZB00ICBE11","2019-04-16",1062.45,1064.97,1060.97,1063.53,0.04,607332.25
"XZAG","CBX10","HRZB00ICBE11","2019-04-15",1055.98,1063.10,1054.63,1063.10,0.64,392567.75
"XZAG","CBX10","HRZB00ICBE11","2019-04-12",1056.96,1057.57,1054.43,1056.30,-0.06,375099.89
"XZAG","CBX10","HRZB00ICBE11","2019-04-11",1053.40,1058.47,1052.74,1056.96,0.34,355656.23
"XZAG","CBX10","HRZB00ICBE11","2019-04-10",1050.40,1053.78,1048.91,1053.40,0.29,411315.97
"XZAG","CBX10","HRZB00ICBE11","2019-04-09",1049.66,1052.59,1048.45,1050.40,0.07,323523.78
"XZAG","CBX10","HRZB00ICBE11","2019-04-08",1050.38,1050.84,1048.32,1049.66,-0.07,498321.14
"XZAG","CBX10","HRZB00ICBE11","2019-04-05",1050.63,1051.05,1048.83,1050.38,-0.04,322421.66
"XZAG","CBX10","HRZB00ICBE11","2019-04-04",1050.57,1052.16,1048.19,1050.82,0.09,268804.74
"XZAG","CBX10","HRZB00ICBE11","2019-04-03",1046.71,1049.92,1046.06,1049.92,0.31,576306.43
"XZAG","CBX10","HRZB00ICBE11","2019-04-02",1046.46,1049.95,1044.41,1046.71,-0.02,454665.45
"XZAG","CBX10","HRZB00ICBE11","2019-04-01",1050.38,1050.38,1044.82,1046.88,-0.13,229989.13
"XZAG","CBX10","HRZB00ICBE11","2019-03-29",1042.09,1049.72,1040.63,1048.23,0.51,1039365.94
"XZAG","CBX10","HRZB00ICBE11","2019-03-28",1040.95,1043.23,1039.36,1042.95,0.19,187787.72
"XZAG","CBX10","HRZB00ICBE11","2019-03-27",1044.99,1049.05,1040.62,1040.95,-0.39,340280.06
"XZAG","CBX10","HRZB00ICBE11","2019-03-26",1046.20,1046.20,1040.82,1044.99,0.01,285812.05
"XZAG","CBX10","HRZB00ICBE11","2019-03-25",1050.50,1050.62,1043.33,1044.89,-0.47,672265.31
"XZAG","CBX10","HRZB00ICBE11","2019-03-22",1042.72,1051.80,1042.72,1049.85,0.68,514614.06
"XZAG","CBX10","HRZB00ICBE11","2019-03-21",1045.70,1047.06,1042.04,1042.72,-0.28,195196.58
"XZAG","CBX10","HRZB00ICBE11","2019-03-20",1038.82,1046.80,1038.82,1045.70,0.66,520820.40
"XZAG","CBX10","HRZB00ICBE11","2019-03-19",1038.57,1039.25,1035.56,1038.82,-0.04,546694.49
"XZAG","CBX10","HRZB00ICBE11","2019-03-18",1035.33,1039.93,1033.35,1039.25,0.51,1321194.88
"XZAG","CBX10","HRZB00ICBE11","2019-03-15",1033.01,1035.00,1030.11,1033.96,0.09,1456890.05
"XZAG","CBX10","HRZB00ICBE11","2019-03-14",1030.43,1035.22,1030.43,1033.01,0.17,325610.43
"XZAG","CBX10","HRZB00ICBE11","2019-03-13",1033.11,1034.03,1029.75,1031.26,-0.05,347316.61
"XZAG","CBX10","HRZB00ICBE11","2019-03-12",1030.77,1034.85,1030.42,1031.75,0.29,529771.96
"XZAG","CBX10","HRZB00ICBE11","2019-03-11",1029.42,1032.56,1026.73,1028.73,-0.05,664373.14
"XZAG","CBX10","HRZB00ICBE11","2019-03-08",1030.51,1032.06,1027.80,1029.20,-0.14,601079.61
"XZAG","CBX10","HRZB00ICBE11","2019-03-07",1029.61,1030.97,1026.11,1030.60,0.10,491219.27
"XZAG","CBX10","HRZB00ICBE11","2019-03-06",1028.59,1030.55,1026.98,1029.61,0.10,156526.21
"XZAG","CBX10","HRZB00ICBE11","2019-03-05",1028.44,1033.03,1026.19,1028.59,0.14,410496.12
"XZAG","CBX10","HRZB00ICBE11","2019-03-04",1044.32,1044.32,1023.34,1027.17,-1.64,860327.89
"XZAG","CBX10","HRZB00ICBE11","2019-03-01",1046.97,1047.81,1039.18,1044.32,-0.30,406543.53
"XZAG","CBX10","HRZB00ICBE11","2019-02-28",1037.05,1047.48,1037.05,1047.48,1.05,729347.27
"XZAG","CBX10","HRZB00ICBE11","2019-02-27",1037.98,1038.98,1033.33,1036.64,-0.13,656561.39
"XZAG","CBX10","HRZB00ICBE11","2019-02-26",1038.90,1039.91,1036.56,1037.98,-0.15,263705.24
"XZAG","CBX10","HRZB00ICBE11","2019-02-25",1033.66,1039.95,1031.79,1039.58,0.61,438406.74
"XZAG","CBX10","HRZB00ICBE11","2019-02-22",1032.55,1033.55,1030.20,1033.30,0.12,445125.44
"XZAG","CBX10","HRZB00ICBE11","2019-02-21",1030.95,1034.27,1030.73,1032.08,0.10,346553.06
"XZAG","CBX10","HRZB00ICBE11","2019-02-20",1032.56,1034.40,1030.48,1031.04,-0.16,528812.08
"XZAG","CBX10","HRZB00ICBE11","2019-02-19",1037.02,1037.70,1028.41,1032.66,-0.30,524675.94
"XZAG","CBX10","HRZB00ICBE11","2019-02-18",1033.58,1035.77,1027.83,1035.77,0.34,502853.89
"XZAG","CBX10","HRZB00ICBE11","2019-02-15",1023.47,1032.63,1022.97,1032.21,1.46,548283.06
"XZAG","CBX10","HRZB00ICBE11","2019-02-14",1020.82,1025.58,1017.34,1017.34,-0.34,557181.50
